gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
ST3GAL3	2063	0.952844601	0.958410852	0.931969835	0.937930453	0.819540639	0.771712646	0.853421157	0.81536249	0.821050023	0.833168479	0.817341647	0.811577944	0.801847098	0.822796399	0.808539774	0.708880696	0.705228023	0.720313416	0.769367856	0.772676011	0.721946929	0.70827874	0.719259633	0.731002049	0.71061859	0.717334001	0.941580148	0.917021678	0.93220637	0.498028481	0.487999696	0.491777663	0.648403941	0.661552013	0.646154388	0.65234689	0.467408414	0.559612867	0.450276183	0.439167252	0.898685201	0.911445116	0.923970806	0.898177656	0.87206091	0.885083258	0.682995344	0.716511108	0.689288988	0.684463947	0.897390358	0.902412868	0.91225775	0.779344012	0.839202437	0.836746219	0.836097353	0.74311146	0.742633814	0.764371707	0.775929625	0.485096894	0.488905449	0.564748863	0.564158543	0.524764475	0.520172898	0.544512055	0.522301526	0.548214415	0.571581928	0.52948092	0.56792779	0.496014852	0.787032754	0.769514455	0.766688859	0.773997959	0.686257201	0.669040911	0.653206754	0.64694099	0.78610187	0.759520403	0.772459546	0.774206573	0.781802013	0.773818889	0.935380399	0.930278486	0.915991066	0.874290793	0.865417586	0.88071595	0.854420512	1	0.960446113	0.956112172	0.995150995	0.924585261	0.879688928	0.425389084	0.435314959	0.43957562	0.418520424	0.423202925	0.442119053	0.439627888	0.43886914	0.451986148	0.218208735
STAB1	45476	0.470542266	0.477834143	0.44831334	0.480441213	1	0.891552968	0.870714327	0.480134194	0.481681228	0.452392319	0.488531781	0.455038724	0.453520037	0.465671043	0.466382568	0.373832481	0.367172015	0.414150195	0.400488685	0.397201037	0.386285375	0.356003879	0.380349906	0.377174189	0.382663949	0.396971085	0.820006925	0.658222839	0.723607761	0.307014545	0.284947208	0.293735071	0.33867053	0.330863467	0.328697613	0.332300669	0.339312397	0.426338651	0.340764989	0.321103286	0.675651247	0.618131298	0.654508099	0.640054466	0.658120111	0.592652241	0.407460129	0.432984515	0.447900905	0.471020498	0.43570809	0.453825407	0.457473114	0.464858582	0.489577481	0.505582524	0.486989596	0.451395714	0.471007022	0.459455487	0.489401084	0.336286327	0.325195341	0.382224542	0.388544889	0.397776986	0.368318567	0.347213183	0.376262406	0.410091942	0.378919908	0.370681184	0.370357484	0.347198612	0.418087339	0.395705144	0.399405794	0.39884545	0.339772517	0.33595165	0.321599596	0.314886881	0.405615467	0.4044029	0.406369384	0.401921448	0.406393464	0.394426693	0.484831372	0.49005937	0.483321032	0.472139236	0.450202653	0.452469608	0.458751019	0.478098388	0.482178682	0.460195515	0.479649417	0.447736426	0.440166772	0.317220255	0.320475835	0.327500288	0.31135162	0.313343492	0.318609523	0.32281827	0.31816528	0.316947712	0.535356251
STAMBP	9978	0.870645372	0.893910241	0.847325489	0.843057898	0.744049779	0.79657367	0.840234236	0.870303489	0.937253142	0.923499057	1	0.852514505	0.98094306	0.871786546	0.93760762	0.832950948	0.855496612	0.850695866	0.810453468	0.825423788	0.84739136	0.856305547	0.834401431	0.860311528	0.902415309	0.905702033	0.851687845	0.837370001	0.833141006	0.644553473	0.647230733	0.650628359	0.777019527	0.770324355	0.773277072	0.76977024	0.419156277	0.382682855	0.424783043	0.464268905	0.894294307	0.885232502	0.825395523	0.866025289	0.895662761	0.838749681	0.636916953	0.638359615	0.61917289	0.665517342	0.710361092	0.642908685	0.618811878	0.865662206	0.86938172	0.849449114	0.843808921	0.886370939	0.891882174	0.854973351	0.864714151	0.72269324	0.698843794	0.671984149	0.681810955	0.687313827	0.71117405	0.702036032	0.668784777	0.651362531	0.644919727	0.443845081	0.695786053	0.684770236	0.754133538	0.754454019	0.782643927	0.767286907	0.72142292	0.754593005	0.730368824	0.753120852	0.767567757	0.746921653	0.742746254	0.757867407	0.765150334	0.757698106	0.88074775	0.849114461	0.882409351	0.938323624	0.933292998	0.917184073	0.93429184	0.847166602	0.814525539	0.843963714	0.84099858	0.823359372	0.889192669	0.679339125	0.690165812	0.685590884	0.693279917	0.700591858	0.715830948	0.706477315	0.746686397	0.711150469	0.190269427
STAP1	26265	0.890734432	1	0.878925566	0.92907636	0.530413963	0.807884142	0.579507486	0.370472953	0.460753014	0.365715448	0.478949592	0.366594797	0.388836846	0.367125628	0.446374504	0.337568568	0.349508936	0.330568241	0.368126524	0.365558632	0.265341856	0.371052397	0.361179464	0.345237556	0.697691079	0.732165626	0.461483443	0.474886666	0.468866573	0.119514721	0.129235681	0.138034669	0.291002961	0.2606014	0.283260451	0.279600501	0.217871078	0.123997728	0.169250827	0.256470506	0.466066371	0.419690723	0.437364282	0.434742025	0.420862447	0.445641904	0.329801436	0.275477506	0.276884789	0.409468434	0.454158268	0.458889659	0.423741053	0.6786632	0.685227909	0.712705509	0.709315394	0.758106804	0.742335227	0.657988294	0.724924047	0.694838916	0.695181824	0.613907314	0.591099894	0.572610754	0.676215101	0.609936907	0.480028753	0.643683409	0.59742694	0.609164908	0.635143823	0.617890951	0.899996844	0.856895675	0.630379308	0.809383327	0.548813324	0.511117458	0.564878794	0.656689451	0.929684395	0.836381057	0.810660985	0.728818145	0.769449278	0.810931775	0.523440316	0.491967723	0.600721472	0.471920333	0.436691293	0.455676207	0.429458023	0.592537558	0.60000479	0.51034976	0.598514194	0.602859498	0.651186905	0.599746169	0.661117672	0.650563045	0.595026656	0.585479105	0.653928263	0.634011857	0.621649616	0.515702445	0.407668132
STARD13	19997	0.76935378	0.806924084	0.804697407	0.792101757	0.993757463	0.934195081	1	0.583373486	0.59009293	0.591360835	0.592863571	0.586348401	0.597051296	0.649176005	0.612580347	0.588146678	0.539083709	0.573100964	0.605924641	0.6226783	0.686053118	0.546105175	0.57135248	0.552303646	0.575078201	0.569040388	0.964209318	0.877048787	0.913457601	0.356758033	0.388936586	0.365053555	0.729569542	0.721560813	0.743205707	0.792667093	0.961978634	0.88238271	0.775876608	0.98617407	0.843819555	0.758943101	0.820929822	0.794592153	0.794717031	0.804040726	0.466182115	0.509644937	0.4885963	0.435901368	0.814940547	0.806108808	0.830848466	0.77042466	0.752187116	0.750354108	0.78460956	0.76180573	0.776321739	0.786620414	0.771773208	0.932712803	0.749490197	0.760200835	0.684085884	0.814571761	0.715660683	0.817792342	0.67402023	0.727783336	0.737899826	0.50997265	0.80261689	0.605818179	0.553466973	0.596550278	0.589945326	0.592410014	0.436601499	0.337834675	0.408490097	0.378906549	0.589709968	0.632301317	0.594412689	0.566002396	0.602001806	0.543938142	0.776938879	0.819509885	0.799525554	0.829759604	0.792739212	0.811611509	0.857692639	0.83759655	0.798848744	0.844514931	0.768996871	0.82193486	0.760457085	0.470476595	0.46443164	0.478896077	0.476635218	0.475353362	0.457144141	0.489583488	0.463232905	0.512593269	0.246997392
STAT5B	2002	0.742268759	0.75547105	0.746229357	0.750785127	0.773376756	0.814884591	0.753492663	0.852910351	0.767623197	0.920779376	0.843968082	0.86432388	0.813598764	0.921091654	0.817786186	0.787186772	0.790563812	0.768674211	0.795054619	0.773355699	0.762322558	0.772666907	0.728758846	0.756141034	0.779189951	0.77343283	0.684334555	0.667664135	0.693783845	0.47965077	0.471466848	0.474736578	0.715343885	0.721501923	0.71981219	0.732755235	0.515908548	0.405919464	0.46501689	0.500041672	0.76415042	0.759100488	0.795547864	0.746846263	0.757848785	0.717981709	0.866077813	0.891030226	0.881051966	0.858332143	0.98524015	1	0.997718253	0.839100237	0.848004836	0.843793315	0.836442273	0.86439504	0.858308507	0.852370705	0.843720669	0.702131478	0.729069378	0.702980152	0.688524019	0.750542482	0.680542749	0.743262895	0.707756126	0.789621019	0.732111656	0.730108627	0.715664299	0.709450444	0.873932179	0.876195737	0.893963873	0.901088932	0.685239639	0.741629415	0.686519262	0.65497496	0.877600767	0.857736821	0.860740017	0.838947259	0.86786698	0.877522439	0.851943426	0.806834104	0.784203699	0.751414957	0.794389428	0.778865657	0.788563777	0.777217727	0.773422163	0.786253826	0.811447607	0.757375957	0.805850774	0.722265302	0.770504958	0.7570547	0.712457822	0.741359269	0.680947659	0.735186748	0.6520221	0.732747215	0.210760669
STEAP4	31879	0.445407452	0.411435698	0.409704678	0.416762954	0.513652862	0.479587876	0.318868082	0.297237357	0.27683814	0.253601531	0.227518266	0.231790551	0.243487804	0.243820227	0.2493577	0.313754415	0.295449842	0.286870957	0.311686481	0.307945027	0.328769689	0.7906014	0.621742159	0.650943994	0.220564157	0.227502823	0.608529525	0.525770571	0.518659186	0.090736934	0.082980068	0.101632884	0.199222881	0.212087882	0.20056396	0.195030311	0.395722292	0.396066022	0.319467606	0.382809365	0.758619989	0.64542411	0.769331381	0.649616852	0.67710756	0.676191347	0.745176103	0.774211865	0.791434019	0.74510357	0.983646321	1	0.965397889	0.343371614	0.370147293	0.397422564	0.369561828	0.359170014	0.369356213	0.387977411	0.371435107	0.254415292	0.195118983	0.165750459	0.254517551	0.356843373	0.201337947	0.267902506	0.172386401	0.257446699	0.254997833	0.291710595	0.18701682	0.148360767	0.251057583	0.247571635	0.260263507	0.254515943	0.200829247	0.212877345	0.196422857	0.231007363	0.257810183	0.243885224	0.249577427	0.265695111	0.252985294	0.261359638	0.399574145	0.395073138	0.482869932	0.427159604	0.394747951	0.411505331	0.428378081	0.44339541	0.412577751	0.380667597	0.442874545	0.411805545	0.40455698	0.226162314	0.22047104	0.228408407	0.217663801	0.217425109	0.222309842	0.2254744	0.221522889	0.219841853	0.59140553
STK10	45516	0.772681283	0.755435934	0.742605163	0.779589366	0.846121228	0.804710578	0.759046345	0.857962307	0.873349873	0.885203248	0.955211216	0.874267274	0.903350038	0.884977321	0.893226647	0.823595386	0.943361167	0.872419238	0.86613222	0.863292167	0.814352519	0.905461585	0.825490769	0.841280922	0.879648799	0.887642733	0.825895824	0.80213055	0.803876924	0.559242322	0.551899841	0.568501686	0.66925925	0.668687419	0.653924306	0.658986968	0.456473842	0.428261121	0.365028427	0.450240265	0.860553577	0.839689955	0.869395315	0.822357016	0.831772733	0.800251356	0.822529177	0.878795199	0.850396902	0.854095038	0.98006843	1	0.99402675	0.945033199	0.933957166	0.935409646	0.933147451	0.956536962	0.965643788	0.972621799	0.969012847	0.657457132	0.681359254	0.569717149	0.53602784	0.628435164	0.71429449	0.635689913	0.569580138	0.598889893	0.578688422	0.555362332	0.606990944	0.662554646	0.91084724	0.90978875	0.911231911	0.90727557	0.800453144	0.766304199	0.818948629	0.787820709	0.912215802	0.921373881	0.933509162	0.941090605	0.924770699	0.932077034	0.853596969	0.867206982	0.733034228	0.73107494	0.752598009	0.75136313	0.761792278	0.805759899	0.810832414	0.860746433	0.82743603	0.800914941	0.82902805	0.666877724	0.68612222	0.667447954	0.64068726	0.644556911	0.650562504	0.634670836	0.639747688	0.646276224	0.179610817
STK36	37149	0.871991673	0.845648783	0.816170271	0.836889528	1	0.895987557	0.865365658	0.716410543	0.706205072	0.650681347	0.685693358	0.713771088	0.640382462	0.682745758	0.660369819	0.594340335	0.608700664	0.585048552	0.607272554	0.653048343	0.600962565	0.599886131	0.632971522	0.573658931	0.718541947	0.754300931	0.933738569	0.867902199	0.92927586	0.313943646	0.299007653	0.295385051	0.618204011	0.592591686	0.585684672	0.611808692	0.84365361	0.832551148	0.768920539	0.908544177	0.901855203	0.856868022	0.814271591	0.845829766	0.875328879	0.842599155	0.517441129	0.511760822	0.519169613	0.551152888	0.842518399	0.752022327	0.787718455	0.799598037	0.790920456	0.808562809	0.781783712	0.812895311	0.810064406	0.819829633	0.819749271	0.443701525	0.41648621	0.478177139	0.44884613	0.417949504	0.4064262	0.469594778	0.363168733	0.42455297	0.392477851	0.475850356	0.489414509	0.434071043	0.805254071	0.8105165	0.766162388	0.788106961	0.539201681	0.519653079	0.541911906	0.535705329	0.813344581	0.767517279	0.792057191	0.786278044	0.74481693	0.73993307	0.813421307	0.799051462	0.83956616	0.856693026	0.807827699	0.840940036	0.828308474	0.802213517	0.839575016	0.83398915	0.890568077	0.815289708	0.798711055	0.614248702	0.59531579	0.62137479	0.541887615	0.565412098	0.572664457	0.553027315	0.576287627	0.589976237	0.228676054
STRA6	27792	0.637889991	0.693695208	0.669931286	0.678880565	0.543104697	0.52509433	0.58860718	0.57509999	0.606760947	0.529493361	0.572777985	0.56166145	0.528160023	0.545772044	0.562256215	0.468322112	0.528996056	0.500360774	0.522923043	0.514781958	0.521580852	0.509241964	0.502999716	0.486192479	0.532485158	0.557750719	0.689358871	0.689999935	0.693881614	0.277693602	0.205372174	0.254699903	0.456168759	0.495998331	0.494517954	0.481006338	1	0.910749566	0.980046908	0.989581818	0.648936097	0.643700656	0.638760277	0.665194828	0.646744364	0.627683262	0.352372069	0.381273562	0.356800352	0.336677096	0.651002426	0.623954432	0.671721041	0.566186813	0.59495381	0.620360017	0.568204481	0.60765033	0.56666562	0.56624357	0.597342952	0.312458428	0.322774071	0.364307307	0.360281522	0.436504489	0.376237688	0.34248102	0.363171672	0.385291561	0.35030213	0.387620154	0.34006674	0.319400397	0.52303124	0.538311981	0.534835775	0.543086474	0.417989866	0.424899304	0.43596719	0.44938168	0.53605984	0.545208763	0.543735216	0.525223125	0.517894782	0.510441203	0.635991924	0.631146414	0.669203055	0.660319605	0.620130047	0.642880217	0.620476339	0.662783327	0.652571137	0.648367992	0.670186521	0.696503351	0.648441644	0.397299986	0.398137131	0.418832566	0.39724382	0.395102618	0.391947695	0.397999234	0.394794058	0.417375762	0.414333004
STRBP	29242	0.906145719	0.957573454	0.854423932	0.877633618	0.781957734	0.975136939	0.796522561	0.743503735	0.767429455	0.665929572	0.70048921	0.748812559	0.87298988	0.664040069	0.821923899	0.693654989	0.661490638	0.627061584	0.619010438	0.613990461	0.666172619	0.598733946	0.651492346	0.556449553	0.713037175	0.733251488	0.770206975	0.857022207	0.855597737	0.506099794	0.530431794	0.531782072	0.725958611	0.735760663	0.711974446	0.70888015	0.835591237	0.680417348	0.730884698	0.821226908	0.635906704	0.611509822	0.588920201	0.622025295	0.588443692	0.620924172	0.420338988	0.414288497	0.417327184	0.433492893	0.621150184	0.586579598	0.5859888	0.779710949	0.825498302	0.753812124	0.820054772	0.794450076	0.784769476	0.784625997	0.803351824	0.974942706	1	0.983787036	0.978626725	0.970957135	0.938938422	0.970854951	0.908524547	0.920178131	0.946454735	0.837522059	0.973979727	0.931153603	0.663427885	0.752264707	0.705877207	0.721426282	0.470211155	0.642164242	0.653501985	0.668007376	0.806051444	0.705186606	0.725113928	0.646817988	0.660778618	0.667704675	0.757783617	0.634720686	0.690635709	0.730947273	0.724785969	0.738849935	0.716220942	0.742051597	0.689748072	0.700516814	0.774616903	0.600743451	0.750826	0.769536736	0.785955989	0.781617154	0.768724492	0.75620121	0.740121444	0.703254423	0.774478166	0.734327272	0.220718555
STX3	39768	0.672616191	0.630168663	0.622600547	0.674390031	0.821289052	0.766579063	0.837137173	0.684390861	0.844701494	0.655707864	0.844116888	0.716903087	0.807015344	0.692052387	0.784245584	0.715316535	0.663521857	0.618553366	0.722279899	0.722411218	0.692159257	0.71017498	0.741002951	0.664803347	0.909709212	0.917197195	0.850585596	0.906733673	0.876349611	0.615209281	0.616790975	0.630429587	0.813243199	0.805283768	0.810165644	0.810215711	0.470747518	0.306519961	0.406102767	0.416741177	0.70579455	0.680333197	0.78788026	0.696847509	0.707128465	0.703265766	0.962420068	0.952434707	0.957464589	0.942650622	1	0.973198361	0.996716087	0.642389305	0.633753955	0.68483258	0.624881968	0.69968028	0.679408412	0.644289016	0.6596817	0.484782463	0.472979393	0.513742675	0.497723794	0.597830409	0.475766164	0.545218689	0.573628946	0.475656221	0.420071433	0.598869255	0.512239334	0.495804331	0.852159521	0.81643828	0.722907825	0.839744699	0.463782335	0.597687677	0.679268429	0.737667222	0.830780379	0.791156854	0.85899459	0.862602382	0.839704756	0.809050629	0.621740015	0.646821114	0.643190748	0.618068713	0.616833123	0.651242144	0.630671752	0.632308616	0.666623291	0.627523463	0.637695576	0.662774096	0.640645788	0.396230564	0.416920532	0.417367889	0.403853069	0.434244594	0.38787608	0.430057465	0.417861724	0.421798518	0.269836484
STX7	19531	0.895156801	0.946644873	0.931990234	0.907625847	0.890738036	0.858694421	0.907154065	0.734306982	0.7391691	0.789093167	0.697339807	0.781812465	0.815513781	0.771991117	0.731039877	0.908342983	0.871153375	0.884615638	0.920194563	0.912319076	0.910713251	0.797981089	0.953088391	0.7815939	0.667637353	0.657280377	0.908268531	0.913949853	0.896822426	0.631144429	0.661649623	0.643355044	0.546169313	0.544217611	0.526377859	0.53662104	0.339976246	0.32546594	0.314072548	0.327693084	0.901265778	0.871979416	0.839195579	0.847444094	0.866454801	0.798604948	0.64673078	0.633076367	0.68367738	0.646675427	0.933475838	0.903753806	0.921880618	0.740224121	0.769635457	0.773970001	0.698471269	0.809786277	0.792500146	0.756602741	0.788748974	0.976948661	0.989522451	0.980692215	0.973063014	0.96195189	0.959033317	0.896691282	0.910219179	0.93694339	0.957206286	0.810694835	1	0.957752195	0.700258662	0.738134128	0.736719223	0.753695186	0.523968867	0.62302348	0.639684192	0.622579599	0.725081835	0.72094245	0.717487857	0.774824317	0.752402433	0.765141896	0.674803015	0.672971712	0.657795734	0.508276009	0.533949683	0.538380122	0.518127336	0.649070778	0.604063963	0.624195962	0.655693338	0.672277888	0.71182145	0.571237968	0.557621043	0.570570371	0.591474448	0.553459158	0.53904421	0.542135277	0.567204702	0.479764812	0.254480861
SUB1	30484	0.897871562	0.907246077	0.904312025	0.908079071	0.90407034	0.926160942	0.923585651	0.816432325	0.854322509	0.85912664	0.901916325	0.824318697	0.875707899	0.826303249	0.875746251	0.962965578	0.93532537	0.960449613	0.954799683	0.954877878	0.940157706	0.957457171	0.986884567	0.968937861	0.936154726	0.923250924	0.962871744	0.97055895	0.985094038	0.717526559	0.705575251	0.718533909	0.895094547	0.895938344	0.904120108	0.897513941	0.770732404	0.730346405	0.751319507	0.809451751	0.886979636	0.895234192	0.86811896	0.885903827	0.907708393	0.862945586	0.817731287	0.831471965	0.817179473	0.84689927	0.812360506	0.794839582	0.7784912	0.984483356	1	0.997043004	0.984168867	0.958039006	0.96099502	0.961503333	0.975024959	0.857980421	0.876225748	0.849451242	0.868853461	0.843093579	0.850308675	0.847611174	0.849299102	0.838401267	0.86154584	0.849752231	0.861167786	0.848623732	0.922142087	0.937875384	0.936072505	0.932428603	0.834979305	0.835662676	0.81461939	0.839097875	0.941416957	0.931482808	0.924851417	0.921996908	0.924095239	0.919224655	0.913424602	0.908880499	0.907903565	0.944585994	0.917393839	0.927101528	0.934798777	0.888527119	0.869791051	0.910882863	0.891343871	0.886233491	0.922414562	0.785527403	0.766581215	0.770415614	0.785424713	0.773518663	0.777788816	0.780477935	0.778980725	0.766205403	0.095942349
SUCNR1	29928	0.469324704	0.413697949	0.401902565	0.372768354	0.542638253	0.586054526	0.71956154	0.281270054	0.312163656	0.257337226	0.245224073	0.282448056	0.270646758	0.283616324	0.282414083	0.295911111	0.334498741	0.295844014	0.268120576	0.306352391	0.302681291	0.483827708	0.315367298	0.292783457	0.269686234	0.264274974	0.995684751	1	0.963246733	0.729772121	0.7345889	0.726332617	0.1958747	0.246289293	0.222688778	0.208510755	0.092494417	0.067584757	0.127389278	0.090836131	0.427499748	0.399437053	0.435947783	0.395480734	0.384089445	0.411275135	0.690374945	0.465415397	0.475277362	0.556910516	0.36601969	0.356192778	0.368029565	0.344487715	0.363999539	0.368804285	0.326947532	0.387380104	0.354755133	0.368563496	0.348835101	0.206123275	0.266610621	0.210705028	0.257020324	0.267038268	0.230038955	0.217862831	0.277241029	0.200028538	0.25061423	0.227091132	0.231717743	0.198059133	0.289460771	0.283474284	0.295149441	0.30836122	0.214481327	0.214827683	0.241252801	0.263200836	0.276252854	0.305014921	0.306681436	0.297329397	0.295638075	0.27903785	0.431301425	0.388444639	0.466807651	0.388326348	0.394731683	0.39397729	0.398001093	0.458040904	0.422821829	0.438264541	0.452215821	0.414164629	0.412999838	0.241180567	0.232297869	0.231820935	0.227131102	0.22084513	0.20440823	0.24576245	0.247068888	0.271006609	0.617150777
SUGP2	20393	0.744696791	0.741769972	0.726101582	0.765932038	1	0.923896783	0.840398529	0.875395802	0.851019479	0.888928042	0.904956119	0.884491856	0.912604558	0.887594709	0.871931072	0.855618548	0.877940993	0.897172327	0.874407166	0.877878095	0.851559074	0.82165104	0.840385373	0.886455412	0.766808758	0.766792207	0.820695709	0.812558968	0.817221509	0.530221344	0.546518222	0.554766851	0.745651409	0.73946074	0.736828723	0.742556291	0.776728047	0.703369701	0.705766356	0.773157151	0.77345563	0.738227432	0.741345102	0.73031126	0.780001575	0.726756219	0.547654102	0.560419985	0.572510173	0.616471768	0.753881792	0.757641985	0.765487342	0.881691754	0.890428257	0.861304037	0.886438289	0.903373059	0.93703485	0.902981856	0.895480405	0.780416251	0.809476001	0.763507334	0.770625809	0.811046595	0.773266322	0.81154226	0.814157628	0.810822331	0.790340955	0.828974213	0.733852453	0.761357939	0.882764375	0.889727968	0.905125337	0.894512307	0.750775748	0.724523256	0.736456542	0.717884055	0.869059622	0.871596206	0.860582194	0.879640027	0.871618098	0.887976749	0.784548568	0.778488779	0.739959132	0.71267914	0.718696156	0.74109083	0.726838736	0.765110635	0.730429471	0.772390527	0.75352351	0.759501196	0.801934359	0.64809394	0.630677605	0.623844841	0.632961814	0.626045616	0.635671032	0.61526901	0.624569642	0.632527632	0.193520202
SULT1A1	10778	0.68787249	0.704905987	0.638132286	0.696637029	1	0.897583506	0.922050644	0.691084723	0.66476594	0.64781981	0.716897343	0.688688182	0.698259374	0.680963402	0.69875448	0.820328553	0.862194838	0.74319148	0.86437076	0.867633311	0.775640821	0.570617501	0.695396101	0.605745997	0.56172538	0.605183369	0.8149046	0.819119521	0.835862879	0.609293613	0.619711334	0.613351652	0.734305909	0.694014668	0.680503992	0.716769156	0.406885014	0.359546355	0.346465675	0.430321851	0.990612735	0.972083573	0.921228647	0.945368481	0.911691062	0.941988618	0.74280784	0.749714137	0.738876921	0.776714567	0.802400906	0.817971158	0.831368933	0.71268537	0.729273316	0.77473269	0.773937722	0.792427196	0.774155922	0.782035031	0.746293195	0.626239381	0.688880995	0.595277412	0.618026288	0.654738006	0.63781215	0.625056971	0.624218823	0.710228252	0.672430927	0.633077002	0.613233996	0.727285669	0.739617531	0.743707655	0.78143562	0.778689339	0.548324091	0.572259495	0.590533998	0.575619794	0.721926078	0.754896716	0.720163162	0.731047825	0.755914161	0.774828145	0.755078768	0.7941172	0.75006756	0.6576467	0.668724259	0.644014639	0.654481392	0.712829412	0.667710317	0.697962475	0.709120023	0.636711428	0.712430842	0.627730526	0.668736722	0.642155022	0.623075936	0.570891267	0.611797062	0.585929706	0.605161294	0.598561499	0.265110526
SUN2	19044	0.694491242	0.698830982	0.683965575	0.68794359	0.802113174	0.76790737	0.777518391	0.95301893	0.923304081	0.994639966	1	0.930098215	0.882127639	0.92116627	0.908259559	0.786033629	0.876046204	0.842572154	0.796181282	0.812856653	0.78422846	0.734035378	0.742451682	0.634644196	0.82001819	0.831703282	0.735107721	0.750111289	0.752236578	0.5679896	0.568375655	0.565662215	0.628824967	0.616040738	0.623312878	0.618037186	0.15182591	0.199356098	0.182534957	0.163359504	0.708220603	0.700395666	0.698987388	0.698354488	0.696800229	0.67942909	0.691007199	0.688140509	0.689347797	0.697280283	0.720182343	0.748263756	0.74489138	0.97642976	0.974648545	0.975127028	0.962363126	0.946181831	0.963514392	0.964833185	0.969998526	0.794611522	0.766477161	0.7407961	0.727085595	0.658404024	0.717112439	0.704913154	0.726736273	0.733186275	0.735329788	0.741974781	0.711455808	0.76345965	0.889347956	0.863901642	0.875430533	0.875680531	0.827689298	0.809605657	0.812579855	0.769364326	0.852913475	0.874603502	0.852671312	0.874230204	0.865194743	0.857493476	0.739911435	0.78754075	0.701398156	0.689525223	0.738926597	0.742110677	0.730884108	0.770238812	0.770559495	0.754363713	0.73062723	0.751887732	0.737526586	0.702831396	0.700654276	0.690061033	0.631181832	0.64919929	0.665770103	0.642978041	0.643121057	0.635833631	0.243815556
SUPT4H1	8653	0.870493975	0.885409334	0.824512397	0.82289863	0.832258583	0.983236745	0.985408321	0.814724422	0.820682906	0.794783353	0.860261381	0.782641283	0.755032637	0.786987174	0.817220293	0.9065836	0.92360353	0.895436097	0.894625116	0.89059566	0.889978175	0.84075647	0.873317878	0.817560624	0.864460951	0.88645371	0.819567501	0.884851497	0.873023586	0.742355042	0.76167643	0.766279853	0.641071556	0.646814909	0.659252749	0.631131418	0.499755759	0.481924523	0.486002755	0.523839736	0.990441506	0.965407965	0.927849752	0.955763645	0.959774872	0.906873421	0.864630085	0.875877943	0.894875458	0.879887881	0.964796894	0.955861141	0.944656696	0.953090242	0.916933771	0.953252055	0.918511453	1	0.974225724	0.951412184	0.958298429	0.911912291	0.875654356	0.944276692	0.929592688	0.890015295	0.892796543	0.907070087	0.885656919	0.941916519	0.944043219	0.887051682	0.958540417	0.927245233	0.750850924	0.706211264	0.746369768	0.763607626	0.696661884	0.695943789	0.700462959	0.704035929	0.768962458	0.635588481	0.768073744	0.756808295	0.77374193	0.720805717	0.848667569	0.830813837	0.875445541	0.9452608	0.913926206	0.876420561	0.914520856	0.776404569	0.757853405	0.834686301	0.813899684	0.78311382	0.875117213	0.805294795	0.768367897	0.784164312	0.796844623	0.789393125	0.808511715	0.791372569	0.833652405	0.798174057	0.15034886
