gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
ACSM3	17409	0.476581713	0.501584514	0.480827467	0.461796211	0.460981016	0.546705241	0.435182036	0.384315836	0.384839863	0.32761276	0.392089833	0.352714217	0.43772411	0.366279967	0.366422751	0.308265503	0.34429589	0.314416353	0.323875552	0.334863935	0.318745626	0.305587523	0.299928953	0.310303537	0.385284936	0.415858525	0.524865383	0.504172656	0.486291158	0.102606375	0.135781249	0.114745419	0.967628508	0.979953696	1	0.978971954	0.170481399	0.210812298	0.143898435	0.157260141	0.500894543	0.487079238	0.48656366	0.508917169	0.478655533	0.472384485	0.358826274	0.336722757	0.329522098	0.384886119	0.502435798	0.512506341	0.492383656	0.485349007	0.465620915	0.483601464	0.457105228	0.489710122	0.540025377	0.517586954	0.482741172	0.382458879	0.32490168	0.365823987	0.322089181	0.341827356	0.36955462	0.415842783	0.383277123	0.334692503	0.339348738	0.29070756	0.383748133	0.434627629	0.33093389	0.302093698	0.313464397	0.302675874	0.349008978	0.334834975	0.343123553	0.317326791	0.33465939	0.324198068	0.344193343	0.325595509	0.322548017	0.301692949	0.541046268	0.512569607	0.519624282	0.512937256	0.494672046	0.487123202	0.486243527	0.545082796	0.55341002	0.498030323	0.591497297	0.507669288	0.537711418	0.430994909	0.450113929	0.447162102	0.443086942	0.409756552	0.462778658	0.375538134	0.49337819	0.371348681	0.547726794
ACTB	7973	0.956664027	0.945956608	0.955851151	0.964178114	0.990419882	0.96613118	0.966079779	0.894012182	0.921226896	0.927449276	0.978480713	0.894884697	0.956956124	0.908925319	0.941887008	0.916203312	0.966361569	0.956439742	0.969056346	0.96600393	0.898876264	0.979231696	0.922863121	0.973306001	0.963458351	0.964906439	0.934316089	0.924185533	0.931775217	0.819769014	0.817320673	0.811197954	0.925584989	0.921433108	0.923324173	0.922306945	0.707390132	0.678995582	0.717282433	0.723654457	0.994607396	0.993348806	0.992823998	0.990912893	0.987860507	0.983955676	0.93905498	0.937208309	0.928771716	0.939624273	1	0.994607396	0.990911833	0.935829865	0.943697163	0.948394365	0.946871209	0.958978143	0.960737543	0.951489358	0.95176056	0.891465713	0.889843016	0.898399839	0.890035597	0.885966715	0.892162891	0.888205758	0.893660937	0.892716421	0.8934392	0.882026513	0.891306013	0.888697521	0.951436727	0.950295296	0.95560397	0.949293398	0.881650017	0.863880605	0.922281921	0.930490236	0.941776784	0.950062396	0.945078843	0.940654436	0.942832931	0.95260272	0.969515059	0.976591338	0.951863629	0.859138233	0.868233772	0.868424417	0.871107955	0.958173976	0.965673191	0.971703818	0.966359247	0.971627675	0.9728796	0.764289822	0.807150367	0.776147556	0.760128465	0.745246035	0.783454515	0.772458418	0.792077069	0.769159419	0.06772537
ACTG1	18884	0.916309987	0.896866904	0.913358347	0.927474857	0.98584519	0.955903477	0.964325816	0.903453757	0.923694588	0.952974959	0.981645141	0.905948091	0.959226218	0.927753876	0.938006353	0.992712705	0.990148496	0.986503224	0.98664195	0.988419923	0.973887282	0.992006261	1	0.996687949	0.957778573	0.95951737	0.920886536	0.950589074	0.97153015	0.801114914	0.79765376	0.799315668	0.893996274	0.895211953	0.889829659	0.893477907	0.691725503	0.675513231	0.690652885	0.737700523	0.960683726	0.951171597	0.959078022	0.943280207	0.947615394	0.942484495	0.896352042	0.882747245	0.881739829	0.898211796	0.94334022	0.958589086	0.952017074	0.965114258	0.975450432	0.969275827	0.963304194	0.962997749	0.970289498	0.966303882	0.96469222	0.861881757	0.859884497	0.860599558	0.852473674	0.863572864	0.858840346	0.866320685	0.864927896	0.849314898	0.850314093	0.783458815	0.85527499	0.843850734	0.949130817	0.951669634	0.958430695	0.953415047	0.891015572	0.902768176	0.917767657	0.928343051	0.950140869	0.934116892	0.943811698	0.931483672	0.931694799	0.949316189	0.942494118	0.961473521	0.921897174	0.877196633	0.893600099	0.885945204	0.870534691	0.935951699	0.927548885	0.938062971	0.935678476	0.940155445	0.94484264	0.978681318	0.9870511	0.982189745	0.979367433	0.977022198	0.98284791	0.980526376	0.986970444	0.982718762	0.064230495
ACTR10	28288	0.879261657	0.875304593	0.858900587	0.881309944	0.922139135	0.993235446	0.974672391	0.944574441	0.950107341	0.991430511	0.987763738	0.959948716	0.957857827	0.948761751	0.948542176	0.889910081	0.907958521	0.873502696	0.888760056	0.875388053	0.877012027	0.97461552	0.988220247	0.982550797	0.940005415	0.955181257	0.861039637	0.889516933	0.887173555	0.702713669	0.701842865	0.713150239	0.835821122	0.840971342	0.841343894	0.834106283	0.840846644	0.816678627	0.841604197	0.866693789	0.945956243	0.926016092	0.877864161	0.900514816	0.930452585	0.888656689	0.738022343	0.741545903	0.752616246	0.751271562	0.920526511	0.892116176	0.896261485	0.956651379	0.982857743	0.976942657	0.956602654	0.991522189	1	0.978842525	0.99037208	0.751831677	0.72856241	0.70350544	0.689441819	0.703738836	0.746245147	0.719605114	0.682118976	0.701089021	0.705458752	0.692175084	0.724018902	0.705842785	0.974624579	0.972872154	0.956959057	0.965447002	0.741169024	0.825407711	0.84634691	0.846969311	0.975378855	0.946214808	0.973510979	0.968982226	0.972098536	0.970820616	0.920046992	0.872868579	0.886106127	0.891004476	0.872413192	0.888333852	0.881912316	0.854976163	0.858697604	0.881228185	0.898400703	0.848298757	0.920532477	0.917238091	0.863257772	0.87120329	0.891703407	0.873183558	0.902604515	0.872736092	0.877496748	0.849533522	0.084942154
ADAM19	16811	0.784435931	0.879211149	0.840070131	0.83161122	0.673050334	0.522851058	0.523588112	0.743698823	0.887224611	0.746832819	0.935932851	0.766304745	0.850708348	0.735846947	0.911661563	0.633332928	0.601908499	0.684808284	0.563681707	0.585916975	0.592524159	0.982465981	0.805604401	0.979011025	0.870998324	0.873572232	0.805560275	0.840109221	0.84541144	0.457946297	0.414897349	0.451106965	0.352055445	0.348702789	0.360849908	0.358716919	0.134102422	0.143622209	0.14913523	0.161203675	0.746102814	0.723944527	0.710733948	0.725190531	0.781021382	0.733786415	0.762462871	0.74497792	0.702939906	0.838883966	0.946696411	0.966912725	1	0.406548923	0.444346049	0.468165037	0.54506	0.653481789	0.668329663	0.484114078	0.417367125	0.930353921	0.901497488	0.920733965	0.919947263	0.912702253	0.93750523	0.95250259	0.940856296	0.92335933	0.921657968	0.894098646	0.932232152	0.910481735	0.960898771	0.961563279	0.950939533	0.930393944	0.288411869	0.459739306	0.35987353	0.383951218	0.98394218	0.950662736	0.977798772	0.859825879	0.973848835	0.943422231	0.73572637	0.709529202	0.736721039	0.62785197	0.685851703	0.644374986	0.715961392	0.65154073	0.677736164	0.636958263	0.633429322	0.683662793	0.618899397	0.712515094	0.677688513	0.700916682	0.685596173	0.685697831	0.640117492	0.642819436	0.642209183	0.675361164	0.257352429
ADAMDEC1	13284	0.356476851	0.328629767	0.283300762	0.321327966	0.903929814	0.909781688	1	0.214451578	0.228213186	0.215929862	0.22864628	0.222200534	0.20963259	0.228249452	0.227550887	0.287983582	0.266258406	0.28592678	0.270271981	0.276267944	0.266880197	0.353143692	0.288644362	0.480606653	0.186819696	0.199426971	0.326311427	0.325071101	0.335703988	0.084947133	0.097768838	0.10374597	0.196210719	0.201919124	0.189145866	0.201840384	0.488297886	0.252786298	0.33861916	0.4022554	0.304567801	0.310309152	0.312008881	0.290428534	0.351300997	0.308079449	0.19352592	0.176066941	0.180638486	0.185368275	0.318652443	0.282742925	0.296157921	0.340246507	0.321932513	0.324457882	0.317193862	0.362038934	0.329497663	0.341751359	0.316839075	0.11346377	0.119871511	0.107162004	0.109965804	0.126946098	0.132712022	0.13997812	0.178853314	0.117971047	0.117758685	0.120591988	0.115371975	0.144229472	0.210680261	0.220111823	0.200049502	0.21677996	0.18755355	0.193145963	0.192739468	0.187292238	0.220071822	0.241124512	0.217403888	0.243812303	0.227919551	0.224690319	0.2847994	0.267843776	0.274851834	0.283647961	0.281674494	0.291464445	0.285642376	0.288706277	0.283964942	0.299199583	0.327551228	0.297198933	0.288782522	0.211696146	0.204194999	0.211745363	0.210642372	0.205570252	0.20886591	0.187406884	0.255493738	0.21387449	0.704538759
ADD1	21576	0.689014306	0.694638006	0.693849112	0.739314993	0.894442739	0.916515565	0.851491563	0.81762046	0.821007808	0.830846595	0.892662483	0.819566808	0.822947555	0.826892126	0.836871699	0.821332651	0.841509803	0.779129721	0.825784418	0.821582024	0.801581605	0.806470985	0.817344211	0.77291024	0.829898853	0.86472703	0.796787834	0.787841702	0.795005156	0.536482444	0.520868129	0.527250789	0.707213334	0.717973573	0.719660797	0.714506451	0.358755201	0.2563614	0.29893163	0.327909369	0.661395355	0.678710317	0.696533212	0.67784933	0.703426288	0.696801948	0.721885198	0.700419599	0.645818848	0.690449921	0.795412684	0.800498689	0.801632192	0.983436355	0.986531638	0.971421807	0.976881175	0.986958472	0.983302347	1	0.998536662	0.785041235	0.811978029	0.784702949	0.731978909	0.81543878	0.800073488	0.777917237	0.782769652	0.755477641	0.769312726	0.726132544	0.776741191	0.736611387	0.888439212	0.889402055	0.864639941	0.872823823	0.748449872	0.710557185	0.769144578	0.744919446	0.864170898	0.899315054	0.903929309	0.893612699	0.890494771	0.905797503	0.666182821	0.697066175	0.685792542	0.702477912	0.696035247	0.699386936	0.697022814	0.704765143	0.692344736	0.685501775	0.698548324	0.712239155	0.662339728	0.63303803	0.630357164	0.634690795	0.614350677	0.61166157	0.626792384	0.591874334	0.607612557	0.615659481	0.235486159
ADK	11280	0.930529867	1	0.886733655	0.950036966	0.807925331	0.875852444	0.938704336	0.675721442	0.768001027	0.69677453	0.793859524	0.689822322	0.7697914	0.623266388	0.786800729	0.807568294	0.822194256	0.792478877	0.697776487	0.700609279	0.842024478	0.792117816	0.898240502	0.811972905	0.75185484	0.758598356	0.833533139	0.916711055	0.898183855	0.747797848	0.771655567	0.754223458	0.660813356	0.647561117	0.635342179	0.648214275	0.428237022	0.279102268	0.36372642	0.435070785	0.912060824	0.915585385	0.738715571	0.897987274	0.785415472	0.797576165	0.587282495	0.610106415	0.588504959	0.524378559	0.669686153	0.676218318	0.622143589	0.750944915	0.720997745	0.776236959	0.700979672	0.78021037	0.776603832	0.748458538	0.734151603	0.737469204	0.700939465	0.727671723	0.690695931	0.762236475	0.734042956	0.701649995	0.720307746	0.721345238	0.710089171	0.662586979	0.722877944	0.722181098	0.86537114	0.840789858	0.871101342	0.85741793	0.611108313	0.516111531	0.596404596	0.614527947	0.892786115	0.798734218	0.80074377	0.854106976	0.824928442	0.860992808	0.836200706	0.78336663	0.776508391	0.890208107	0.809729245	0.885667664	0.821983103	0.777956596	0.756622142	0.72462609	0.787044003	0.706188766	0.837953174	0.882582172	0.828758653	0.83906549	0.871818354	0.84441372	0.858641394	0.762326927	0.838708092	0.773294552	0.202132888
ADM	10079	0.418444507	0.388673189	0.430196254	0.393778118	0.822219802	0.770658359	0.768456633	0.390700656	0.405332643	0.396207122	0.342473224	0.39721502	0.943837098	0.448938253	0.391059375	0.578411163	0.808625421	0.714389135	0.476702703	0.445131661	0.58902004	0.834777801	0.852955757	0.769342939	0.37754526	0.412476717	0.592536238	0.591432693	0.812985083	0.507785064	0.51197836	0.520377142	0.712131767	0.69672157	0.631822494	0.637303296	0.486904956	0.318728816	0.227730302	0.26422019	0.613831087	0.509159196	0.703911461	0.501176083	0.535673327	0.481779943	0.950629116	1	0.989555259	0.97188538	0.857474726	0.911398112	0.854206983	0.467054573	0.427591083	0.497931909	0.430081972	0.484393156	0.529500521	0.480889558	0.471103162	0.399527737	0.350683699	0.299677456	0.351518333	0.459999942	0.414336579	0.409256059	0.422805941	0.469057283	0.453103347	0.603381023	0.304369107	0.398511424	0.309458281	0.330223586	0.338666858	0.32487193	0.268263593	0.294911998	0.248803244	0.268845024	0.323606213	0.343376858	0.320148777	0.322251398	0.309829098	0.315590924	0.379281852	0.420558354	0.41360216	0.407430574	0.415062968	0.425967904	0.427325069	0.412533449	0.396460105	0.38665865	0.399435303	0.419240567	0.390926152	0.507722993	0.628816638	0.641404019	0.522466227	0.518197837	0.657534817	0.485796877	0.69427799	0.567247036	0.430618993
ADO	19399	0.6786178	0.615783466	0.672933865	0.649151254	0.798541734	0.775169308	0.857350034	0.804140699	0.833099224	0.803888379	0.858652126	0.842568248	0.833257047	0.81683194	0.851208836	0.704341976	0.680777949	0.708625489	0.70799418	0.701166457	0.675769168	0.948838067	0.831844809	0.923354553	0.894734741	0.879358469	0.934653264	1	0.995059031	0.699376503	0.696044023	0.68544034	0.783469632	0.788822898	0.790313655	0.790894806	0.825133141	0.738396754	0.617835086	0.705978001	0.694497146	0.680278337	0.678819958	0.693345399	0.740587516	0.681444523	0.43537169	0.443663571	0.43650614	0.477367063	0.537758614	0.481938003	0.464627014	0.928357507	0.905162186	0.935128043	0.913769886	0.871419479	0.859452392	0.864615517	0.860554617	0.611056253	0.579011954	0.587159243	0.584190666	0.65003081	0.652588743	0.625287943	0.598245687	0.570883281	0.617197772	0.545611366	0.591145924	0.601762118	0.774541075	0.752365325	0.759988044	0.770323643	0.730085611	0.767279834	0.729054944	0.795757553	0.815915319	0.777639314	0.781461843	0.776092625	0.788375496	0.771424644	0.646766592	0.654985127	0.63385784	0.673817378	0.710781375	0.709836802	0.656441548	0.652350662	0.619984692	0.66605833	0.590362172	0.682354545	0.70951549	0.878368581	0.92530026	0.899211732	0.924380979	0.949696309	0.903838123	0.980611154	0.89695234	0.916242406	0.213200515
ADORA2B	13043	0.536544378	0.60478861	0.541396077	0.574819538	0.763305111	0.77617728	0.843909322	0.448404444	0.468815367	0.460178032	0.471628376	0.471135361	0.506663459	0.463357972	0.477734359	0.518887338	0.414152417	0.394602251	0.455089799	0.453648606	0.428313156	0.530174969	0.52162438	0.435525642	0.354529924	0.334574088	0.763865758	0.797666557	0.923855039	0.502314414	0.520601086	0.516947181	0.990517599	1	0.990791674	0.982527123	0.117068657	0.153461705	0.098546448	0.0964558	0.652107697	0.669150093	0.636096061	0.628628628	0.639829743	0.659722967	0.453568048	0.426132846	0.458532412	0.615541513	0.473608151	0.506879087	0.457854723	0.478690686	0.501495595	0.502876461	0.510229189	0.537383464	0.516413897	0.484800408	0.524278653	0.21642734	0.250702614	0.236248766	0.27773169	0.212903631	0.261438005	0.282157478	0.246516167	0.261231865	0.272502763	0.2130843	0.275223003	0.251907606	0.410842307	0.432360108	0.395590888	0.451584393	0.288493332	0.293044637	0.315937338	0.314783569	0.463700071	0.368392667	0.56073655	0.434334163	0.438652856	0.433548	0.536944891	0.566302768	0.587023494	0.514521859	0.503991881	0.531735845	0.514819499	0.525777112	0.592314649	0.549102811	0.61372645	0.537702245	0.532915839	0.491847731	0.644774188	0.537394879	0.538686298	0.588076083	0.615635812	0.729163097	0.630482749	0.6510075	0.454915403
AEBP1	8962	0.52646203	0.55493628	0.624404799	0.589026642	0.531639441	0.493085954	0.561406704	0.53131409	0.524482057	0.521732917	0.51990915	0.506825174	0.492882758	0.514495465	0.516059394	0.417483284	0.418636592	0.438301831	0.420909384	0.411032618	0.381687113	0.415838961	0.373050206	0.454374365	0.470554022	0.473481056	0.588890649	0.562951714	0.555267544	0.305344308	0.305344308	0.296041915	0.383487952	0.391832817	0.386231573	0.38090644	0.206097942	0.261683932	0.210749012	0.23524427	0.521085673	0.531869567	0.542869651	0.561854554	0.545644586	0.539196771	0.390715996	0.398033135	0.391521864	0.365958289	0.572391926	0.56677476	0.590197588	0.530887169	0.60609027	0.547525442	0.565249622	0.507862997	0.510883992	0.540122405	0.538028159	0.923899563	0.967408483	0.948928582	0.934452716	0.980216829	0.988087891	0.948272999	1	0.931719099	0.904188206	0.884692292	0.918222575	0.960888652	0.47517276	0.48271511	0.448592071	0.443480443	0.397975115	0.345083227	0.424748064	0.426404385	0.457927853	0.488807771	0.460214329	0.456194574	0.455631478	0.44484632	0.547073881	0.564005965	0.558410874	0.526032542	0.528286608	0.508509031	0.53258513	0.555842731	0.579806226	0.531397923	0.532534988	0.551207797	0.567087571	0.474364978	0.546358455	0.503708673	0.476877946	0.518586214	0.528357622	0.587333303	0.571119935	0.577218494	0.48293396
AFF1	9094	0.778808577	0.867133362	0.751454444	0.836139886	0.953932092	1	0.913648378	0.805943155	0.770806065	0.863363362	0.770551266	0.803167613	0.834884486	0.821205948	0.779915874	0.895565802	0.837971493	0.88078643	0.884631635	0.881686637	0.840214629	0.841629489	0.91992803	0.864376345	0.796067643	0.75877027	0.940481669	0.963326456	0.95099248	0.687296177	0.689469607	0.698595548	0.771571725	0.768776999	0.765451759	0.761611985	0.488915058	0.367433457	0.397923433	0.460067261	0.808204699	0.817622549	0.814014848	0.815250387	0.821061299	0.786512602	0.800606338	0.834231303	0.863725174	0.810146664	0.992623239	0.96514308	0.954551168	0.958689129	0.960507847	0.970011427	0.971191377	0.950764921	0.931665916	0.931768116	0.933877287	0.827479198	0.829689629	0.801600488	0.812119233	0.83060365	0.823951903	0.819173651	0.820515512	0.77958363	0.7867549	0.746228673	0.811267444	0.783227778	0.881683098	0.901433742	0.893273342	0.884642787	0.744451208	0.748579802	0.7615689	0.74592599	0.894268277	0.873176063	0.898050653	0.912445553	0.895194646	0.926540354	0.864663671	0.807973472	0.824355075	0.807815379	0.753071831	0.785368556	0.800125664	0.78201171	0.770492474	0.786826446	0.779586366	0.771635535	0.847671144	0.408047023	0.442293207	0.418722577	0.422003683	0.430348014	0.408536311	0.435580785	0.399372422	0.426774015	0.175679356
AGO4	28845	0.603219716	0.624090836	0.619494592	0.602587193	0.860366877	0.810684696	0.797716639	0.818227973	0.783832411	0.857922133	0.813194092	0.820346088	0.721351765	0.821000752	0.782541486	0.813991216	0.803913371	0.783299362	0.843198647	0.839797608	0.775031717	0.710227695	0.785023515	0.71369552	0.726508905	0.744308258	0.755908999	0.837670686	0.812706456	0.480796226	0.49818628	0.497097911	0.601949149	0.603557448	0.612601524	0.606180539	0.204730781	0.169948727	0.202828213	0.233336142	0.82225921	0.832093467	0.804494202	0.798894956	0.846197144	0.768392788	0.834004688	0.835751143	0.847233684	0.850284164	0.995455382	0.993910211	1	0.891830434	0.884098287	0.899003122	0.887789042	0.847878648	0.863101416	0.864014797	0.876068712	0.585417308	0.60530198	0.537626871	0.558116916	0.622564344	0.575935405	0.586809758	0.49179939	0.625985631	0.604812267	0.517800033	0.581551599	0.612923541	0.916160755	0.806475938	0.882844897	0.892240358	0.671485311	0.653540483	0.684849369	0.625685596	0.875887393	0.878346881	0.831228318	0.931442064	0.912044667	0.935146243	0.681580997	0.633150557	0.675566957	0.57997104	0.606948764	0.642657452	0.646496722	0.578119441	0.551023001	0.705978288	0.629800635	0.611550223	0.71353445	0.502663512	0.467894495	0.495474537	0.479374565	0.447342209	0.485927332	0.414073775	0.457445269	0.44389399	0.274160386
AGPAT5	24309	0.809979493	0.859581347	0.765446542	0.785452839	0.726078263	0.817894641	0.778310505	0.646511804	0.764815885	0.683707963	0.717240386	0.692188921	0.786839141	0.661371518	0.751445574	0.708177255	0.741353808	0.601649695	0.742028729	0.758600851	0.680554639	0.619268574	0.730470956	0.657041561	0.83453185	0.80494223	0.748194765	0.828937533	0.788195321	0.49319061	0.470963165	0.49131962	0.682766091	0.683762744	0.672128209	0.670060876	0.266153675	0.228528083	0.250617603	0.297409975	0.642358493	0.706804313	0.647365748	0.685567393	0.738837992	0.646021268	0.376746963	0.336956746	0.343578943	0.39502398	0.505984904	0.463634166	0.446430456	0.801928238	0.800340871	0.765633832	0.767489802	0.7457413	0.787062573	0.708949764	0.755456986	0.674760067	0.655326847	0.589567459	0.57634242	0.613125183	0.606216605	0.598852517	0.595082798	0.578879147	0.619733499	0.447103082	0.668795221	0.626949493	0.919105958	0.912119259	0.915108311	0.914325962	0.721070808	0.728766298	0.739387815	0.790796523	0.949959645	0.89490531	0.86056717	0.818041682	0.858150499	0.887818815	0.717023261	0.64953618	0.635827123	0.655878566	0.614908749	0.616186	0.630033603	0.693914914	0.63164594	0.619008734	0.66410209	0.649985827	0.715661321	0.9547828	0.923267754	0.937331348	1	0.932129724	0.985462934	0.958943195	0.97460585	0.920741023	0.25902808
AGRN	23704	0.546870034	0.608501049	0.603970184	0.604006004	0.66914658	0.644949359	0.595951534	0.444338242	0.472795309	0.50982712	0.479633969	0.497846617	0.537068707	0.549222384	0.480835059	0.400437578	0.49126668	0.498086358	0.474501425	0.448041921	0.421130089	0.624517874	0.496130748	0.647064086	0.476955749	0.485646818	0.693593413	0.639106219	0.63221844	0.346036363	0.341366782	0.347758082	0.54981226	0.571080369	0.545686722	0.562603777	1	0.950956248	0.982651205	0.992812318	0.556471299	0.56254536	0.571696285	0.603505527	0.573137555	0.592940174	0.511174415	0.482537915	0.485263262	0.453783953	0.576094874	0.595248456	0.600937614	0.602451856	0.596438981	0.568590822	0.571707308	0.574928417	0.613567553	0.598882514	0.561796648	0.515786931	0.562736577	0.517398305	0.488326852	0.510910588	0.508909734	0.516638253	0.523450319	0.548331124	0.525762164	0.539608185	0.522547153	0.555025653	0.47132186	0.492599485	0.460582473	0.47072244	0.417882745	0.419362395	0.456575175	0.439445697	0.464894789	0.495316512	0.456911381	0.491291556	0.461702206	0.465730777	0.563033262	0.629251218	0.598356378	0.547183099	0.524331982	0.550815688	0.547337877	0.588434675	0.635416782	0.57098706	0.573160363	0.59506942	0.583605927	0.392589161	0.408538975	0.403940335	0.41338271	0.404904912	0.404180407	0.416281086	0.411510804	0.430132955	0.428049456
AGTRAP	30955	0.705959434	0.650609059	0.714172184	0.714209911	0.816492827	0.764990424	0.794866693	0.560921383	0.696215883	0.590784704	0.684180352	0.603086834	0.62244354	0.576954286	0.672840076	0.622046152	0.74331456	0.627517465	0.611660429	0.609730294	0.621854023	0.596224148	0.430058969	0.474098647	0.77622672	0.776401208	0.684707594	0.661445984	0.677782687	0.485453062	0.486306453	0.483207006	0.701993365	0.71479779	0.7004396	0.711027022	0.361660259	0.340326004	0.310718694	0.333333892	1	0.990498786	0.971298456	0.970891247	0.98524423	0.956388127	0.718604837	0.726233805	0.713853633	0.738847778	0.847832408	0.868111244	0.86193611	0.813956367	0.797439461	0.850022184	0.824190688	0.898639816	0.851983122	0.838853831	0.862157022	0.443633281	0.486033534	0.45697004	0.478350498	0.435979332	0.466664109	0.470234662	0.420593234	0.490647906	0.496324901	0.506221657	0.457620303	0.423556814	0.656221523	0.589047306	0.561977263	0.569590789	0.617585886	0.472679868	0.662732955	0.649430529	0.603366867	0.675610575	0.627891271	0.656165471	0.625636449	0.586369884	0.76859281	0.82618704	0.708204224	0.569360949	0.584265563	0.564106253	0.576461043	0.695543223	0.727323906	0.794626666	0.710027696	0.764065045	0.765531407	0.389617153	0.384426107	0.375152481	0.378930193	0.355410072	0.388892687	0.384970886	0.381908074	0.393596297	0.312554813
AHR	9987	0.567934944	0.602341271	0.520942809	0.548500314	0.675969099	0.679276947	0.665453124	0.59240596	0.63070823	0.633268243	0.681962342	0.582565929	0.605913277	0.618654633	0.648457457	0.627221937	0.611505256	0.648300492	0.574979099	0.550015041	0.617552015	0.780888438	0.636121432	0.731947447	0.638887744	0.64224332	0.598546304	0.591788627	0.600501774	0.444556443	0.437768453	0.450835649	0.469216552	0.468535623	0.48010207	0.456243041	0.232440269	0.201420399	0.168097379	0.227113106	0.611636982	0.576904991	0.575902628	0.587623053	0.600712859	0.507452847	0.365709055	0.400892732	0.355445097	0.381509639	0.478940176	0.485187001	0.471801217	0.721989595	0.683677923	0.702252634	0.683576349	0.674331146	0.692403815	0.631091406	0.697738941	0.483025279	0.477620524	0.474213054	0.451327626	0.446981852	0.461654823	0.438731498	0.384244562	0.483733557	0.454538914	0.564230302	0.470023725	0.496329998	0.692389379	0.712724019	0.665251396	0.685318948	0.570543131	0.51697433	0.503761192	0.553368716	0.673479627	0.628726728	0.730603734	0.640873076	0.690149393	0.631977673	0.54091288	0.510420405	0.529699287	0.610741869	0.619222767	0.625149165	0.615084755	0.512139898	0.506228917	0.535511527	0.560736369	0.526369641	0.518552013	0.8463922	0.871860854	0.83854519	0.906381554	0.908812402	0.923046669	1	0.89719362	0.912843912	0.398696133
AHSA1	8661	0.849852999	0.87940104	0.821330497	0.85999684	0.872048103	0.964119585	0.981442051	0.932652185	0.957484956	0.942994773	1	0.955987328	0.991154716	0.935048547	0.983157986	0.871353594	0.918733555	0.801082411	0.919640181	0.927069645	0.861198776	0.959496868	0.907740119	0.99011067	0.94091458	0.919409804	0.874428467	0.851925717	0.814650861	0.67494639	0.689220687	0.709143864	0.813309501	0.820036057	0.795226899	0.795911417	0.564976614	0.548380286	0.573477233	0.615390551	0.855444246	0.852733002	0.843430577	0.856433015	0.868381389	0.813879836	0.81914527	0.842899314	0.711021711	0.681574874	0.817115271	0.779321292	0.797498381	0.903174271	0.927868072	0.907948384	0.9053673	0.997412323	0.975557064	0.976223232	0.955707067	0.859651693	0.81386965	0.825734663	0.787358997	0.775765897	0.786776676	0.800143395	0.740381797	0.774438618	0.799117526	0.66497547	0.833283997	0.775709311	0.938411114	0.94595972	0.939821083	0.938595111	0.721141923	0.847726746	0.856179752	0.88550612	0.896867821	0.904929201	0.903854344	0.909976432	0.873152426	0.884801278	0.879357405	0.857456862	0.785584422	0.783643913	0.786895029	0.791794685	0.774831355	0.821041716	0.826013112	0.841781348	0.841384903	0.824325553	0.885652307	0.954861316	0.964566455	0.956339989	0.940912186	0.960507438	0.948558385	0.992193614	0.968948509	0.968165065	0.113305088
